	TeamName	Annotation
9066	То князи, то в грязи	Из грязи в князи , , , , , , , , 
9067	Люди мИКС	Люди ИКС , , , , , , , , 
9068	Brain'здец и Товарищи	Пиздец и Товарищи , , , , , , , , 
9069	Дефченки	Девчонки , , , , , , , , 
9070	сГОДимся	сгодимся ,  , , , , , , , 
9071	Ход Ежом®	Ход конём , , , , , , , , 
9072	Кубик-рубик	Кубик Рубика , , , , , , , , 
9073	Контрагент 007	Агент 007 , , , , , , , , 
9074	Encounter is the capital of Great Britain	London is the capital of Great Britain , , , , , , , , 
9075	Леди Икс	Люди Икс , , , , , , , , 
9076	ТамаGucci	Тамагочи , , , , , , , , 
9077	Семейники на Хуторе близ Диканьки	Вечера на Хуторе близ Диканьки , , , , , , , , 
9078	50 оттенков фиолетового	50 оттенов серого , , , , , , , , 
9079	СПЛЮнем волосы	сплюнем волосы , сплю , , , , , , , 
9080	Рыжий ЛИСАпед	Рыжий велосипед , Лиса , , , , , , , 
9081	КОРОБас Барабас	Карабас-Барабас , Короб , , , , , , , 
9082	СПЛИНтус	Сплин , Плинтус , , , , , , , 
9083	Теория невероятности	Теория вероятности , , , , , , , , 
9084	Молчание котят	Молчание ягнят , , , , , , , , 
9085	Аннушка купила Оскар	Аннушка купила масло , , , , , , , , 
9086	Синхрофазотроллинг	Синхрофазатрон , , , , , , , , 
9087	Илья Петтигрю	Питер Петтигрю , , , , , , , , 
9088	Восставшие из офиса	Восставшие из мёртвых , , , , , , , , 
9089	Мамазонки	Амазонки , , , , , , , , 
9090	3, 14 здесь	Пиздец, , , , , , , , 
9091	Как об стенку сова	как об стену горох , , , , , , , , 
9092	Норма - дело наживное	деньги - дело наживное , , , , , , , , 
9093	Привет Альберт	Привет, Андрей , , , , , , , , 
9094	Институт благородных уже не девиц	Институт благородных девиц , , , , , , , , 
9095	Джибурда	Джигурда , , , , , , , , 
9096	ТроХлЕги	Коллеги , , , , , , , , 
9097	йигроеГ голоеГ	Геолог Георгий, , , , , , , , 
9098	Фанера в алмазах	Небо в алмазах, , , , , , , , 
9099	Операция МЫ и другие приключения Ромика	Операция Ы и другие приключения Шурика , , , , , , , , 
9100	Если не мы, то Pussy!	Если не мы, то кто? , , , , , , , , 
9101	Три торшера	Три мушкетёра , , , , , , , , 
9102	Имитируем сарказм	Имитируем оргазм , , , , , , , , 
9103	Синий кофе	Чёрный кофе , , , , , , , , 
9104	Семейка неАдамсов.	Семейка Аддамс , , , , , , , , 
9105	Он вам не Думблдор	Он вам не Дамблдор , , , , , , , , 
9106	4 подруги Оушена	 8 подруг Оушена , , , , , , , , 
9107	Жак-Ив Кукусто	Жак-Ив Кусто, , , , , , , , 
9108	Утомлённые блицем	Утомленные солнцем , , , , , , , , 
9109	Горид	Горит , , , , , , , , 
9110	Мозгарики	Смешарики, , , , , , , , 
9111	У нас кеПчуп закончился	У нас кетчуп закончился , , , , , , , , 
9112	Котики-выпивотики	Котики-наркотики , , , , , , , , 
9113	Шляпа Распредельщица	Распределяющая шляпа, , , , , , , , 
9114	Над пропастью не ржи	Над пропастью во ржи , , , , , , , , 
9115	Мозговой шум	Мозговой штурм , , , , , , , , 
9116	СолянКО	Солянка , , , , , , , , 
9117	НамВсеРавноПодоЧтоТанцевать	Нам все равно подо что танцевать , , , , , , , , 
9118	Мозги жммут	Ботинки жмут , , , , , , , , 
9119	Гуси-Лебедев	Гуси-лебеди , , , , , , , , 
9120	МузыкаНАХСвязала	Музыка нас связала , , , , , , , , 
9121	Куnim волосы	Купим волосы , , , , , , , , 
9122	Шутки за 200	Шутки за 300, , , , , , , , 
9123	Леди 2 ИКС	Люди Икс , , , , , , , , 
9124	Сидячие мудрецы	Ходячие мертвецы , , , , , , , , 
9125	Чем УМ не шутит	Чем чёрт не шутит , , , , , , , , 
9126	iPhuck	iPhone, , , , , , , , 
9127	Коптим волосы	Купим волосы , , , , , , , , 
9128	Пошлые мюсли Романа Мамедова	Пошлые мысли Романа Мамедова , , , , , , , , 
9129	АЛЬФРЕD ШНИТКЕ	Альфреед Шнитке , , , , , , , , 
9130	Ни себе Ни вас	Ни себе, ни людям , , , , , , , , 
9131	Гошочек варит	Кателок не варит , , , , , , , , 
9132	50 оттенков блица	50 оттенков серого , , , , , , , , 
9133	Том Кукуруз	Том Круз , , , , , , , , 
9134	Отомстители	Мстители , , , , , , , , 
9135	Котики-мерзотики	Котики-наркотики , , , , , , , , 
9136	Чак-Чаки Норрисы	Чак Норрис , Чак-Чак , , , , , , , 
9137	Redиска	Редиска , , , , , , , , 
9138	Пи_здесь!	Пиздец, , , , , , , , 
9139	Я знаю, что вы сделали с прошлым плинтусом	Я знаю, что вы делали прошлым летом , , , , , , , , 
9140	Те-Кого-Нельзя-Называть	Тот кого нельзя называть , , , , , , , , 
9141	СтаРик и Морти	Старик и море , , , , , , , , 
9142	Ходячие плинтуцы	Ходячие мертвецы , , , , , , , , 
9143	Баба, которую нельзя называть	Тот, кого нельзя называть , , , , , , , , 
9144	ТовариЩИдевки	Товарищи девки , Щи , , , , , , , 
9145	Невское просветление	Невский проспект , , , , , , , , 
9146	ЛюбOFF-МоркOFF	Любовь-морковь , off , , , , , , , 
9147	Берингов проЕСТ	Берингов пролив , , , , , , , , 
9148	Стройбат на улице Вязов	Кошмар на улице Вязов , , , , , , , , 
9149	Над пропастью поржи	Над пропастью во ржи , , , , , , , , 
9150	Шпилли Виллиган	Билли Миллиган , , , , , , , , 
9151	ИнQUIZиция	Инквизиция, quiz, , , , , , , 
9152	Двое в квартире не считая кошки	Трое в лодке, не считая собаки , , , , , , , , 
9153	ДевАчки	Девочки , , , , , , , , 
9154	МозгоБойлер	Мозгобойня , , , , , , , , 
9155	13 Дастоевских	Достоевский , , , , , , , , 
9156	Хороший, плохой, вкусь!	Хороший, плохой, злой , , , , , , , , 
9157	Ку-ку Шанель	Коко Шанель , , , , , , , , 
9158	Смузихлёбы	водохлёбы, , , , , , , , 
9159	Мир.Труд.MIX.	Мир. Труд. Май. , , , , , , , , 
9160	Сексест	Сексист, , , , , , , , 
9161	Принц-полуморковка	Принц-полукровка, , , , , , , , 
9162	Нанодумать	Надо думать , , , , , , , , 
9163	Кот da Vinci	Код да Винчи , , , , , , , , 
